,dates,prices,volume_p,volume_i,volume_f
1432,101006,1903.95,-6500,-1905,8483
1433,101007,1900.85,-1323,259,1139
1434,101008,1897.07,-468,-1388,1739
1435,101011,1889.91,834,-2999,2164
1436,101012,1868.04,3376,-1810,-1779
1437,101013,1876.15,630,859,-1501
1438,101014,1899.76,-2889,1597,1548
1439,101015,1902.29,-393,1764,1191
1440,101018,1875.42,3556,-3921,449
1441,101019,1857.32,3007,-4134,1324
1442,101020,1870.44,547,1552,-1997
1443,101021,1874.69,1345,-1425,32
1444,101022,1897.31,-6403,927,5594
1445,101025,1915.71,-4602,-319,4990
1446,101026,1919.41,42,-4188,4449
1447,101027,1909.54,3113,-3825,848
1448,101028,1907.87,1965,-2025,605
1449,101029,1882.95,6274,-2975,-3368
1450,101101,1914.74,-577,976,-75
1451,101102,1918.04,1539,-1693,115
1452,101103,1935.97,-2612,382,1908
1453,101104,1942.5,-242,-3204,3252
1454,101105,1938.96,-4539,-3149,7976
1455,101108,1942.41,-84,-2254,2575
1456,101109,1947.46,586,-414,-293
1457,101110,1967.85,-3358,-953,4438
1458,101111,1914.73,4174,8758,-13098
1459,101112,1913.12,1861,-4798,8875
1460,101115,1913.81,-504,-1621,2264
1461,101116,1899.13,2704,-3537,769
1462,101117,1897.11,1480,1282,-3061
1463,101118,1927.86,-532,1907,-1566
1464,101119,1940.96,209,-2081,1919
1465,101122,1944.34,-3646,1727,1955
1466,101123,1928.94,594,-2214,1812
1467,101124,1925.98,-5718,4891,497
1468,101125,1927.68,310,1489,-1700
1469,101126,1901.8,-4002,3332,609
1470,101129,1895.54,370,1231,-1611
1471,101130,1904.63,-813,1747,-923
1472,101201,1929.32,-1035,777,345
1473,101202,1950.26,-2582,-1597,4028
1474,101203,1957.26,-1284,-2392,3538
1475,101206,1953.64,2003,-1815,-156
1476,101207,1962.52,-1135,463,810
1477,101208,1955.72,364,-2905,2642
1478,101209,1988.96,-4018,933,3356
1479,101210,1986.14,2329,31,-20
1480,101213,1996.59,738,-878,382
1481,101214,2009.05,-1204,-4063,5468
1482,101215,2017.48,1807,-5043,3893
1483,101216,2009.24,1958,-1791,510
1484,101217,2026.3,-1380,-102,1831
1485,101220,2020.28,-2890,1125,1837
1486,101221,2037.09,3919,-2998,-305
1487,101222,2038.11,1944,-4811,3546
1488,101223,2037.53,524,-1050,1385
1489,101224,2029.6,702,-999,758
1490,101227,2022.19,-456,-896,1559
1491,101228,2033.32,-4873,3001,2425
1492,101229,2043.49,1016,-1067,-217
1493,101230,2051.0,-1984,4120,-1438
1494,110103,2070.08,-3665,496,3097
1495,110104,2085.14,-3723,-1014,5106
1496,110105,2082.55,-479,-855,1300
1497,110106,2077.61,-871,-2408,3401
1498,110107,2086.2,-1725,2324,-509
1499,110110,2080.81,1734,845,-2357
1500,110111,2088.32,957,147,-1013
1501,110112,2094.95,-365,-2851,3259
1502,110113,2089.48,6389,-8113,1458
1503,110114,2108.17,1801,55,-1426
1504,110117,2099.85,4641,-4422,-353
1505,110118,2096.48,960,-814,-200
1506,110119,2115.69,-458,652,-34
1507,110120,2106.66,3192,-1922,-1340
1508,110121,2069.92,3983,-684,-2955
1509,110124,2082.16,-790,1970,-1254
1510,110125,2086.67,-2853,1956,725
1511,110126,2110.46,-3350,1982,1191
1512,110127,2115.01,44,-3346,3639
1513,110128,2107.87,3093,-1059,-1592
1514,110131,2069.73,5284,1739,-6996
1515,110201,2072.03,2086,-773,-1416
1516,110207,2081.74,-413,428,71
1517,110208,2069.7,1321,-620,-827
1518,110209,2045.58,4636,274,-4796
1519,110210,2008.5,8009,3009,-10972
1520,110211,1977.19,3136,2704,-6173
1521,110214,2014.59,-1693,1115,312
1522,110215,2010.52,694,-364,-487
1523,110216,1989.11,-605,2811,-2049
1524,110217,1977.22,-372,-493,712
1525,110218,2013.14,-2821,1840,955
1526,110221,2005.3,2249,-3770,1762
1527,110222,1969.92,1673,1970,-3407
1528,110223,1961.63,-1033,2995,-1598
1529,110224,1949.88,-1335,3296,-1768
1530,110225,1963.43,763,2044,-3180
1531,110228,1939.3,464,1658,-2231
1532,110302,1928.24,-441,926,-732
1533,110303,1970.66,-4042,1796,1788
1534,110304,2004.68,-6276,1788,3960
1535,110307,1980.27,2809,-2196,-465
1536,110308,1996.32,-623,4606,-4068
1537,110309,2001.47,379,-139,-357
1538,110310,1981.58,7194,4704,-11779
1539,110311,1955.54,3772,974,-5034
1540,110314,1971.23,-1663,432,1304
1541,110315,1923.92,17,1681,-2281
1542,110316,1957.97,-5443,5454,-40
1543,110317,1959.03,-1830,1021,1133
1544,110318,1981.13,-2905,1279,1387
1545,110321,2003.42,169,-1455,1320
1546,110322,2013.66,-50,-1967,2301
1547,110323,2012.18,-556,-435,1237
1548,110324,2036.78,-2544,-53,2725
1549,110325,2054.04,-2097,-1123,3588
1550,110328,2056.39,963,-2340,1627
1551,110329,2072.13,-771,-760,1739
1552,110330,2091.38,-5518,1023,4922
1553,110331,2106.7,-4692,-1781,6901
1554,110401,2121.01,-4658,-2582,7347
1555,110404,2115.87,4107,-5350,1827
1556,110405,2130.43,-1465,-706,2178
1557,110406,2126.71,-2555,-2994,5161
1558,110407,2122.14,2044,-2446,670
1559,110408,2127.97,-348,-701,1125
1560,110411,2122.39,2254,-2902,997
1561,110412,2089.4,6028,-3796,-2209
1562,110413,2121.92,676,-855,-238
1563,110414,2141.06,1487,-1174,-179
1564,110415,2140.5,1928,-117,-1543
1565,110418,2137.72,4480,-4053,-326
1566,110419,2122.68,6457,-1206,-5318
1567,110420,2169.91,-4311,2726,1775
1568,110421,2198.54,-5914,-2000,8275
1569,110422,2197.82,3152,-5171,2103
1570,110425,2216.0,847,-2028,1313
1571,110426,2206.3,2877,-2973,778
1572,110427,2206.7,-4328,-1968,6885
1573,110428,2208.35,1896,-2555,90
1574,110429,2192.36,1347,-2149,760
1575,110502,2228.96,-4905,2990,1910
1576,110503,2200.73,3610,-3510,338
1577,110504,2180.64,1915,-1991,196
1578,110506,2147.45,3783,-1306,-2376
1579,110509,2139.17,2217,-3163,709
1580,110511,2166.63,-15,-1502,1436
1581,110512,2122.65,10532,-912,-9964
1582,110513,2120.08,5457,796,-6377
1583,110516,2104.18,4299,636,-5093
1584,110517,2102.41,3006,-505,-2341
1585,110518,2135.78,-1974,2135,-496
1586,110519,2095.51,2810,1116,-3805
1587,110520,2111.5,-731,1951,-1236
1588,110523,2055.71,4614,-463,-4123
1589,110524,2061.76,818,2041,-2736
1590,110525,2035.87,1676,-794,-726
1591,110526,2091.91,-5166,2549,2908
1592,110527,2100.24,-1676,673,2224
1593,110530,2093.79,1631,-801,-838
1594,110531,2142.47,-12411,7702,4829
1595,110601,2141.34,-507,50,492
1596,110602,2114.2,2860,-2842,-321
1597,110603,2113.47,-485,785,216
1598,110607,2099.71,162,-2020,2175
1599,110608,2083.35,3596,-4480,918
1600,110609,2071.42,6541,95,-6596
1601,110610,2046.67,3415,-2780,-340
1602,110613,2048.74,-1471,3480,-2037
1603,110614,2076.83,-4435,4908,-525
1604,110615,2086.53,-1796,1969,155
1605,110616,2046.63,3197,-1086,-2081
1606,110617,2031.93,706,1356,-1882
1607,110620,2019.65,-493,1990,-1309
1608,110621,2048.17,-2401,2573,34
1609,110622,2063.9,-3163,3492,-172
1610,110623,2055.86,1570,-328,-1274
1611,110624,2090.81,-6384,5843,560
1612,110627,2070.29,3973,-3039,-1030
1613,110628,2062.91,-2169,3269,-370
1614,110629,2094.42,-5497,1453,4203
1615,110630,2100.69,-3304,1442,1836
1616,110701,2125.74,-5793,4200,1633
1617,110704,2145.3,-3735,2217,1610
1618,110705,2161.75,-5722,2527,3757
1619,110706,2171.19,-776,-637,1699
1620,110707,2180.59,-6265,1119,5333
1621,110708,2180.35,21,-15467,17182
1622,110711,2157.16,1201,-2681,1077
1623,110712,2109.73,4721,-950,-3858
1624,110713,2129.64,3456,-1532,-1958
1625,110714,2130.07,7492,-938,-449
1626,110715,2145.2,-1484,2834,-1277
1627,110718,2130.48,2444,-260,-2108
1628,110719,2130.21,83,2904,-3095
1629,110720,2154.95,-2597,4085,-1354
1630,110721,2145.04,247,1516,-1778
1631,110722,2171.23,-5449,3995,1616
1632,110725,2150.48,1412,-820,-610
1633,110726,2168.7,-1692,3511,-317
1634,110727,2174.31,-2571,3053,-418
1635,110728,2155.85,1309,-130,-1260
1636,110729,2133.21,1145,256,-1474
1637,110801,2172.31,-5185,2626,2534
1638,110802,2121.27,6806,-3103,-3742
1639,110803,2066.26,7179,178,-7776
1640,110804,2018.47,4725,51,-4386
1641,110805,1943.75,-5722,9836,-4110
1642,110808,1869.45,-7333,7948,-844
1643,110809,1801.35,1199,9845,-11669
1644,110810,1806.24,15559,-2884,-12625
1645,110811,1817.44,1081,1417,-2792
1646,110812,1793.31,4914,-2181,-2785
1647,110816,1879.87,-3944,-2550,6604
1648,110817,1892.67,-20,273,-134
1649,110818,1860.58,6109,-4565,-1511
1650,110819,1744.88,1615,1138,-2602
1651,110822,1710.7,-1909,3708,-2421
1652,110823,1776.68,-2004,2516,-647
1653,110824,1754.78,2431,-3814,938
1654,110825,1764.58,-543,911,-451
1655,110826,1778.95,-1404,1705,-620
1656,110829,1829.5,-1957,3248,-1633
1657,110830,1843.82,156,-2415,2007
1658,110831,1880.11,-3429,1029,2647
1659,110901,1880.7,-6845,-3724,10892
1660,110902,1867.75,3966,-3883,-798
1661,110905,1785.83,7400,-4293,-3298
1662,110906,1766.71,4377,-94,-4360
1663,110907,1833.46,-1311,4729,-3288
1664,110908,1846.64,-4999,4933,-55
1665,110909,1812.93,1457,-386,-1135
1666,110914,1749.16,4527,1940,-6880
1667,110915,1774.08,42,1747,-1934
1668,110916,1840.1,-11035,9901,911
1669,110919,1820.94,403,-487,29
1670,110920,1837.97,-2739,4509,-1828
1671,110921,1854.28,-3240,734,2656
1672,110922,1800.55,7625,-4773,-3037
1673,110923,1697.44,9071,-3030,-6683
1674,110926,1652.71,-4355,6986,-2614
1675,110927,1735.71,-3222,1725,1644
1676,110928,1723.09,-553,-2973,3261
1677,110929,1769.29,-2996,1896,1188
1678,110930,1769.65,-1873,-665,2198
1679,111004,1706.19,6503,-2100,-4499
1680,111005,1666.52,778,1750,-3012
1681,111006,1710.32,-7139,5492,1176
1682,111007,1759.77,-8695,4510,3808
1683,111010,1766.44,-969,1942,-1010
1684,111011,1795.02,-5958,2871,3309
1685,111012,1809.5,-583,538,-57
1686,111013,1823.1,-1898,-2248,4404
1687,111014,1835.4,-1021,521,436
1688,111017,1865.18,-3553,765,2527
1689,111018,1838.9,2123,2098,1438
1690,111019,1855.92,596,-502,-269
1691,111020,1805.09,906,11,-1122
1692,111021,1838.38,263,2256,-2581
1693,111024,1898.32,-7368,5762,1817
1694,111025,1888.65,-1789,-1888,3543
1695,111026,1894.31,-514,1364,-1030
1696,111027,1922.04,-5088,3405,1686
1697,111028,1929.48,-6679,2530,4532
1698,111031,1909.03,2477,-3815,1384
1699,111101,1909.63,-158,-1641,1692
1700,111102,1898.01,1988,1463,-3493
1701,111103,1869.96,4584,-4101,-333
1702,111104,1928.41,-8223,7221,626
1703,111107,1919.1,962,-2475,1348
1704,111108,1903.14,-1071,877,241
1705,111109,1907.53,-606,3337,-2677
1706,111110,1813.25,6282,-1796,-5037
1707,111111,1863.45,2070,308,-2634
1708,111114,1902.81,-4546,3226,1330
1709,111115,1886.12,387,411,-797
1710,111116,1856.07,1592,-2591,896
1711,111117,1876.67,2650,531,-3401
1712,111118,1839.17,6229,-2547,-3996
1713,111121,1820.03,2497,138,-2884
1714,111122,1826.28,1770,1194,-3263
1715,111123,1783.1,3721,311,-4210
1716,111124,1795.06,-535,3283,-2722
1717,111125,1776.4,360,3124,-3544
1718,111128,1815.28,-3703,5333,-1981
1719,111129,1856.52,-9560,6403,4148
1720,111130,1847.51,-6389,2597,3887
1721,111201,1916.18,-16809,10493,6279
1722,111202,1916.04,-4955,6292,995
1723,111205,1922.9,-397,1131,-728
1724,111206,1902.82,-1274,2889,-1602
1725,111207,1919.42,-2883,3367,-286
1726,111208,1912.39,-249,-1557,2028
1727,111209,1874.75,5792,-1611,-4202
1728,111212,1899.76,-667,630,26
1729,111213,1864.06,3886,-2042,-2041
1730,111214,1857.75,2427,1222,-3464
1731,111215,1819.11,4857,-2053,-2859
1732,111216,1839.96,1452,-1805,335
1733,111219,1776.93,1666,81,-2407
1734,111220,1793.06,1668,1590,-3207
1735,111221,1848.41,-5690,3333,3255
1736,111222,1847.49,-753,975,-189
1737,111223,1867.22,-5305,3664,1857
1738,111226,1856.7,129,-569,819
1739,111227,1842.02,-2093,1420,957
1740,111228,1825.12,1842,-1995,305
1741,111229,1825.74,-989,1134,127
1742,120102,1826.37,72,922,-1023
1743,120103,1875.41,-9710,6776,3026
1744,120104,1866.22,-3921,1100,2881
1745,120105,1863.74,-2308,2799,-416
1746,120106,1843.14,3039,-2691,-483
1747,120109,1826.49,3706,-2807,-757
1748,120110,1853.22,-5370,6079,253
1749,120111,1845.55,-858,-420,1126
1750,120112,1864.57,-2741,936,1668
1751,120113,1875.68,-3375,4325,6053
1752,120116,1859.27,1406,-1396,66
1753,120117,1892.74,-6763,2730,4229
1754,120118,1892.39,-2911,-1614,4450
1755,120119,1914.97,-7318,200,7404
1756,120120,1949.89,-11515,-2521,14404
1757,120125,1952.23,-3964,-5109,9424
1758,120126,1957.18,-2701,-1776,4646
1759,120127,1964.83,-2509,-2284,4911
1760,120130,1940.55,1715,-936,-751
1761,120131,1955.79,-323,-1068,1402
1762,120201,1959.24,-1976,-2190,4156
1763,120202,1984.3,-7662,-2229,10095
1764,120203,1972.34,3501,-2337,-1208
1765,120206,1973.13,-1460,-269,1801
1766,120207,1981.59,-2544,-879,3636
1767,120208,2003.73,-4045,-18,4006
1768,120209,2014.62,445,-1542,1043
1769,120210,1993.71,3195,-3955,900
1770,120213,2005.74,-1786,422,1654
1771,120214,2002.64,1479,-1654,217
1772,120215,2025.32,-3412,1157,2542
1773,120216,1997.45,4179,-3663,-518
1774,120217,2023.47,-3029,449,2588
1775,120220,2024.9,666,-2101,1628
1776,120221,2024.24,1806,-2910,1247
1777,120222,2028.65,-163,-2707,3088
1778,120223,2007.8,2381,-2046,-151
1779,120224,2019.89,-677,-1012,1746
1780,120227,1991.16,3008,-2374,-284
1781,120228,2003.69,-1615,2436,-796
1782,120229,2030.25,-5253,35,5288
1783,120302,2034.63,-3143,-382,3694
1784,120305,2016.06,2721,-2242,-477
1785,120306,2000.36,2985,-621,-2258
1786,120307,1982.15,3505,189,-3721
1787,120308,2000.76,2031,2004,-4191
1788,120309,2018.3,-1024,808,155
1789,120312,2002.5,2863,-1424,-1468
1790,120313,2025.04,-3131,2181,1202
1791,120314,2045.08,-4792,-192,5366
1792,120315,2043.76,775,-2429,1677
1793,120316,2034.44,1511,-1120,1548
1794,120319,2047.0,830,-631,367
1795,120320,2042.15,1764,-1703,117
1796,120321,2027.23,3417,-1850,-1463
1797,120322,2026.12,977,-323,-482
1798,120323,2026.83,1037,-1516,469
1799,120326,2019.19,3059,-2202,-416
1800,120327,2039.76,-2116,-1183,3447
1801,120328,2031.74,90,448,-546
1802,120329,2014.41,905,-1292,392
1803,120330,2014.04,-10,-213,228
1804,120402,2029.29,-63,273,-171
1805,120403,2049.28,-3919,1176,2623
1806,120404,2018.61,1698,2040,2276
1807,120405,2028.77,680,-667,56
1808,120406,2029.03,1420,-3959,2288
1809,120409,1997.08,2360,-1793,-565
1810,120410,1994.41,-612,1583,-820
1811,120412,1986.63,2012,1507,-3581
1812,120413,2008.91,-1283,4503,301
1813,120416,1992.63,3813,-2631,-1239
1814,120417,1985.3,2139,771,-2987
1815,120418,2004.53,762,586,-1233
1816,120419,1999.86,641,68,-900
1817,120420,1974.65,4181,-966,-3300
1818,120423,1972.63,-917,2082,-1276
1819,120424,1963.42,502,-636,59
1820,120425,1961.98,-238,284,7
1821,120426,1964.04,-1985,338,1818
1822,120427,1975.35,-2439,-946,3289
1823,120430,1981.99,-2786,-104,3119
1824,120502,1999.07,1277,182,-1332
1825,120503,1995.11,285,1159,-1345
1826,120504,1989.15,441,508,-957
1827,120507,1956.44,4564,-40,-4440
1828,120508,1967.01,1341,1892,-3246
1829,120509,1950.29,2194,1343,-3468
1830,120510,1944.93,2444,-557,-2083
1831,120511,1917.13,2672,-1174,-1668
1832,120514,1913.73,939,664,-1577
1833,120515,1898.96,241,1638,-1870
1834,120516,1840.53,2723,2148,-4906
1835,120517,1845.24,1075,-645,-487
1836,120518,1782.46,2886,1291,-4286
1837,120521,1799.13,870,-137,-571
1838,120522,1828.69,1095,-980,-60
1839,120523,1808.62,1680,1919,-3825
1840,120524,1814.47,41,2208,-2337
1841,120525,1824.17,-473,1679,-1355
1842,120529,1849.91,-3056,2568,290
1843,120530,1844.86,618,-765,63
1844,120531,1843.47,477,-384,-177
1845,120601,1834.51,1231,836,-2022
1846,120604,1783.13,-1427,4487,-2841
1847,120605,1801.85,-2147,5450,-3332
1848,120607,1847.95,-4759,2081,2916
1849,120608,1835.64,-590,524,16
1850,120611,1867.04,-2502,176,2170
1851,120612,1854.74,430,-104,-394
1852,120613,1859.32,-1511,-2,1557
1853,120614,1871.48,-2764,2041,770
1854,120615,1858.16,-997,3046,-2002
1855,120618,1891.71,-3832,243,3730
1856,120619,1891.77,-1665,-129,1919
1857,120620,1904.12,-1534,-844,2345
1858,120621,1889.15,-794,545,275
1859,120622,1847.39,7321,-5093,-2332
1860,120625,1825.38,5494,-782,-4905
1861,120626,1817.81,2469,419,-3034
1862,120627,1817.65,2013,711,-2410
1863,120628,1819.18,153,349,-626
1864,120629,1854.01,-2239,3669,-1556
1865,120702,1851.65,-1457,1066,416
1866,120703,1867.82,-4146,3934,151
1867,120704,1874.45,-1488,-199,1728
1868,120705,1875.49,-1655,1225,167
1869,120706,1858.2,1880,-2001,192
1870,120709,1836.13,2457,698,-3360
1871,120710,1829.45,1720,-568,-1139
1872,120711,1826.39,2306,-84,-2278
1873,120712,1785.39,4916,-2621,-2394
1874,120713,1812.89,-1269,4606,-3358
1875,120716,1817.79,318,478,-800
1876,120717,1821.96,-2165,5837,3170
1877,120718,1794.91,2255,-1919,-436
1878,120719,1822.96,-3854,3302,707
1879,120720,1822.93,-1740,-384,1961
1880,120723,1789.44,2671,-898,-1857
1881,120724,1793.93,291,-105,-212
1882,120725,1769.31,-767,1712,-884
1883,120726,1782.47,-789,1262,-441
1884,120727,1829.16,-7195,2523,4781
1885,120730,1843.79,-4380,-544,4920
1886,120731,1881.99,-10939,5003,6153
1887,120801,1879.93,-2524,2192,479
1888,120802,1869.4,-2133,74,2110
1889,120803,1848.68,402,175,-616
1890,120806,1885.88,-5350,3765,1624
1891,120807,1886.8,-2278,1707,609
1892,120808,1903.23,-8245,885,7329
1893,120809,1940.59,-14284,-964,15650
1894,120810,1946.4,-3520,-2863,6569
1895,120813,1932.44,-271,-2332,2650
1896,120814,1956.96,-3606,-633,4296
1897,120816,1957.91,-2478,-902,3513
1898,120817,1946.54,-3005,209,3155
1899,120820,1946.31,-967,480,342
1900,120821,1943.22,-1851,-554,2479
1901,120822,1935.19,-260,-1479,1863
1902,120823,1942.54,-371,-505,1016
1903,120824,1919.81,717,1448,-2162
1904,120827,1917.87,-1942,-1241,3506
1905,120828,1916.33,1452,-291,-1146
1906,120829,1928.54,-1075,2246,-1257
1907,120830,1906.38,3144,-1713,-1527
1908,120831,1905.12,1419,-992,-473
1909,120903,1912.71,-597,-279,700
1910,120904,1907.13,298,-492,324
1911,120905,1874.03,5490,-4893,-597
1912,120906,1881.24,1127,688,-1929
1913,120907,1929.58,-7337,4096,3078
1914,120910,1924.7,-1477,-670,2088
1915,120911,1920.0,570,-1472,2090
1916,120912,1950.03,-5018,4367,595
1917,120913,1950.69,-225,-1142,1265
1918,120914,2007.58,-14510,2154,12726
1919,120917,2002.35,-732,-4365,5078
1920,120918,2004.96,-488,4,570
1921,120919,2007.88,-133,-1508,1749
1922,120920,1990.33,557,-2103,1678
1923,120921,2002.37,-1427,-207,1679
1924,120924,2003.44,-25,39,12
1925,120925,1991.41,78,839,-123
1926,120926,1980.44,1358,-1613,237
1927,120927,1988.7,447,924,-1304
1928,120928,1996.21,-829,-452,2318
1929,121002,1996.03,483,-1083,480
1930,121004,1992.68,2098,-1660,-611
1931,121005,1995.17,-719,1261,-479
1932,121008,1981.89,1778,-1258,3754
1933,121009,1979.04,319,386,-660
1934,121010,1948.22,3894,-2789,823
1935,121011,1933.09,5429,-3420,-1974
1936,121012,1933.26,1824,1147,-2880
1937,121015,1925.59,436,1390,-1697
1938,121016,1941.54,302,88,-340
1939,121017,1955.15,-1521,1272,267
1940,121018,1959.12,-2496,2155,516
1941,121019,1943.84,140,2115,-2204
1942,121022,1941.59,1322,-660,-724
1943,121023,1926.81,2065,-1485,-551
1944,121024,1913.96,1142,1759,-3197
1945,121025,1924.5,675,-741,-19
1946,121026,1891.43,1606,94,-1669
1947,121029,1891.52,-1215,2408,-1248
1948,121030,1899.58,-1343,277,1019
1949,121031,1912.06,-1657,2145,-461
1950,121101,1898.44,1623,-3818,2073
1951,121102,1918.72,-1971,4017,1381
1952,121105,1908.22,720,-112,-533
1953,121106,1928.17,-1670,1643,32
1954,121107,1937.55,-1066,-330,1298
1955,121108,1914.41,4006,-3012,-1193
1956,121109,1904.41,1891,591,-2645
1957,121112,1900.87,369,1048,-1566
1958,121113,1889.7,96,-175,-20
1959,121114,1894.04,-450,1038,-692
1960,121115,1870.72,316,1826,-2579
1961,121116,1860.83,-385,1679,-1346
1962,121119,1878.1,-388,1666,-1330
1963,121120,1890.18,-1273,559,528
1964,121121,1884.04,-1004,-801,1606
1965,121122,1899.5,-2175,2617,-391
1966,121123,1911.33,-1998,485,1622
1967,121126,1908.51,-937,676,267
1968,121127,1925.2,-3160,3828,-675
1969,121128,1912.78,740,1645,-2635
1970,121129,1934.85,-3281,2616,432
1971,121130,1932.9,-1913,955,915
1972,121203,1940.02,-663,-1945,2712
1973,121204,1935.18,26,-934,943
1974,121205,1947.04,-1619,807,1398
1975,121206,1949.62,-2070,-110,2139
1976,121207,1957.45,-3045,912,1981
1977,121210,1957.42,-207,-2553,2788
1978,121211,1964.62,-2809,809,1994
1979,121212,1975.44,-2447,559,2059
1980,121213,2002.77,-4859,-239,5329
1981,121214,1995.04,151,-818,792
1982,121217,1983.07,-263,-1274,1717
1983,121218,1993.09,-2587,375,2159
1984,121220,1999.5,-2917,1754,3092
1985,121221,1980.42,-2378,-726,3800
1986,121224,1981.82,-2253,143,2227
1987,121226,1982.25,-4770,2529,2333
1988,121227,1987.35,1287,454,-1663
1989,121228,1997.05,-1398,1792,-243
1990,130102,2031.1,-2525,764,1736
1991,130103,2019.41,-446,-700,1115
1992,130104,2011.94,865,-1349,561
1993,130107,2011.25,256,234,-439
1994,130108,1997.94,784,-1128,450
1995,130109,1991.81,1311,-1324,87
1996,130110,2006.8,435,-423,-27
1997,130111,1996.67,1673,-1547,-90
1998,130114,2007.04,31,985,-920
1999,130115,1983.74,1840,443,-2248
2000,130116,1977.45,1317,-352,-884
2001,130117,1974.27,863,467,-1143
2002,130118,1987.85,-46,-145,308
2003,130121,1986.86,119,1804,-1828
2004,130122,1996.52,60,2208,-2065
2005,130123,1980.41,1206,-1196,171
2006,130124,1964.48,1720,374,-1936
2007,130125,1946.69,3507,1319,-4890
2008,130128,1939.71,712,4158,-4901
2009,130129,1955.96,-1767,2165,-322
2010,130130,1964.43,-651,1561,-854
2011,130131,1961.94,-496,1272,-822
2012,130201,1957.79,38,18,-297
2013,130204,1953.21,166,-715,492
2014,130205,1938.18,1256,-1278,67
2015,130206,1936.19,1066,-175,-820
2016,130207,1931.77,145,-895,849
2017,130208,1950.9,-1332,630,547
2018,130212,1945.79,119,-1521,1260
2019,130213,1976.07,-3569,2470,1103
2020,130214,1979.61,-1221,227,910
2021,130215,1981.18,-608,562,-21
2022,130218,1981.91,-599,431,168
2023,130219,1985.83,-655,84,621
2024,130220,2024.64,-7609,2260,5797
2025,130221,2015.22,141,-2799,2849
2026,130222,2018.89,-1969,1880,256
2027,130225,2009.52,720,-989,392
2028,130226,2000.01,1352,233,-365
2029,130227,2004.04,-502,635,-182
