,dates,prices,volume_p,volume_i,volume_f
3410,181016,2145.12,1695,-1271,-664
3411,181017,2167.51,-51,27,64
3412,181018,2148.31,2641,-2166,-537
3413,181019,2156.26,-169,1879,-1715
3414,181022,2161.71,648,450,-1111
3415,181023,2106.1,6413,-992,-5624
3416,181024,2097.58,-2612,5809,-3309
3417,181025,2063.3,-2814,6311,-3631
3418,181026,2027.15,573,1040,-1752
3419,181029,1996.05,-4880,6364,-1593
3420,181030,2014.69,-3582,5199,-1862
3421,181031,2029.69,2585,-4123,1355
3422,181101,2024.46,1088,-4205,2923
3423,181102,2096.0,-4638,126,4408
3424,181105,2076.92,5175,-4728,-638
3425,181106,2089.62,1718,-1876,30
3426,181107,2078.69,969,-603,-638
3427,181108,2092.63,-2749,-2285,4902
3428,181109,2086.09,2288,-3097,477
3429,181112,2080.44,-1158,679,385
3430,181113,2071.23,241,2755,-3030
3431,181114,2068.05,699,189,-1324
3432,181115,2088.06,-1011,2721,-1700
3433,181116,2092.4,192,92,-206
3434,181119,2100.56,-584,1594,-926
3435,181120,2082.58,298,897,-2558
3436,181121,2076.55,716,3272,-3908
3437,181122,2069.95,1422,-1004,-434
3438,181123,2057.48,967,-1427,372
3439,181126,2083.02,-4217,4506,-372
3440,181127,2099.42,-2168,194,1954
3441,181128,2108.22,-1542,281,932
3442,181129,2114.1,-2716,-553,3253
3443,181130,2096.86,1293,293,-366
3444,181203,2131.93,-4541,1328,3227
3445,181204,2114.35,2198,-3609,1234
3446,181205,2101.31,1051,925,-1967
3447,181206,2068.69,3485,214,-3821
3448,181207,2075.76,116,-582,285
3449,181210,2053.79,1340,1171,-2716
3450,181211,2052.97,619,1048,-1764
3451,181212,2082.57,-2680,3086,-429
3452,181213,2095.55,-1716,-3120,4818
3453,181214,2069.38,1829,-1221,-906
3454,181217,2071.09,-2582,2039,653
3455,181218,2062.11,-1551,3139,-1709
3456,181219,2078.84,-2550,2552,89
3457,181220,2060.12,-92,633,-418
3458,181221,2061.49,-2544,4960,-2253
3459,181224,2055.01,-2675,2491,67
3460,181226,2028.01,-4710,3791,572
3461,181227,2028.44,3005,-5459,2420
3462,181228,2041.04,-343,-1634,2025
3463,190102,2010.0,3093,-3024,-262
3464,190103,1993.7,617,-1684,1023
3465,190104,2010.25,-1044,2264,-1233
3466,190107,2037.1,-2046,1646,559
3467,190108,2025.27,334,-87,-257
3468,190109,2064.71,-5146,1394,3846
3469,190110,2063.28,-92,-2619,2732
3470,190111,2075.57,-1277,-804,1771
3471,190114,2064.52,758,-1792,948
3472,190115,2097.18,-4110,2880,1228
3473,190116,2106.1,-867,-205,995
3474,190117,2107.06,-132,-2116,2343
3475,190118,2124.28,-2100,996,1119
3476,190121,2124.61,-1396,532,647
3477,190122,2117.77,-186,-1242,1343
3478,190123,2127.78,-3473,4458,-1006
3479,190124,2145.03,-1752,-3187,4959
3480,190125,2177.73,-8834,876,8166
3481,190128,2177.3,-422,-3051,3573
3482,190129,2183.36,201,-2079,1910
3483,190130,2206.2,-3273,157,3099
3484,190131,2204.85,-1146,-1744,2832
3485,190201,2203.46,-749,-2145,2668
3486,190207,2203.42,695,-2510,1607
3487,190208,2177.05,3313,-725,-2803
3488,190211,2180.73,1156,-733,-573
3489,190212,2190.47,-147,469,-375
3490,190213,2201.48,-1261,1343,-306
3491,190214,2225.85,-1926,2427,-476
3492,190215,2196.09,1985,-449,-1777
3493,190218,2210.89,-3241,2664,456
3494,190219,2205.63,-1388,1419,-76
3495,190220,2229.76,-4300,-76,4345
3496,190221,2228.66,-117,-2048,2084
3497,190222,2230.5,-342,401,-45
3498,190225,2232.56,91,803,-796
3499,190226,2226.6,-299,-111,526
3500,190227,2234.79,-1116,1519,-573
3501,190228,2195.44,-618,3169,-2536
3502,190304,2190.66,403,767,-1320
3503,190305,2179.23,2444,-919,-1570
3504,190306,2175.6,654,-532,60
3505,190307,2165.79,1108,-1130,4
3506,190308,2137.44,2932,-1274,-1739
3507,190311,2138.1,894,166,-1793
3508,190312,2157.18,-225,824,-23
3509,190313,2148.41,957,-2031,1001
3510,190314,2155.68,1416,-4344,2867
3511,190315,2176.11,-4963,6284,-1342
3512,190318,2179.49,-1868,2287,-488
3513,190319,2177.62,369,-158,-124
3514,190320,2177.1,856,387,-1237
3515,190321,2184.88,-3264,-1515,4841
3516,190322,2186.95,471,-5618,5013
3517,190325,2144.86,2692,-2191,-709
3518,190326,2148.8,1557,-1915,374
3519,190327,2145.62,192,1202,-1561
3520,190328,2128.1,837,-832,-139
3521,190329,2140.67,-1560,597,890
3522,190401,2168.28,-4381,1846,2491
3523,190402,2177.18,-1036,-1506,2734
3524,190403,2203.27,-4644,2008,1431
3525,190404,2206.53,-3797,1378,2449
3526,190405,2209.61,-1544,616,996
3527,190408,2210.6,-1181,-1566,2731
3528,190409,2213.56,-1740,-332,2090
3529,190410,2224.39,-2280,2335,-33
3530,190411,2224.44,-1512,-1606,3208
3531,190412,2233.45,-1657,-558,2446
3532,190415,2242.88,466,-2189,1781
3533,190416,2248.63,-949,-539,1527
3534,190417,2245.89,-589,14,756
3535,190418,2213.77,2959,-1290,-1320
3536,190419,2216.15,178,351,-567
3537,190422,2216.65,702,-503,-186
3538,190423,2220.51,180,-708,407
3539,190424,2201.03,4030,-4214,230
3540,190425,2190.5,629,-446,-165
3541,190426,2179.31,1401,-1844,355
3542,190429,2216.43,-2833,2785,30
3543,190430,2203.59,119,-573,429
3544,190502,2212.75,-1025,170,681
3545,190503,2196.32,2417,-4075,1521
3546,190507,2176.99,2823,-4787,2026
3547,190508,2168.01,493,-631,90
3548,190509,2102.01,8157,-6465,-2015
3549,190510,2108.04,2969,13,-3223
3550,190513,2079.01,2581,-1314,-1373
3551,190514,2081.84,-603,3368,-2851
3552,190515,2092.78,1082,-484,-776
3553,190516,2067.69,4114,367,-4679
3554,190517,2055.8,1825,42,-1994
3555,190520,2055.71,370,96,-178
3556,190521,2061.25,-95,-730,744
3557,190522,2064.86,728,-925,53
3558,190523,2059.59,150,-962,809
3559,190524,2045.31,-13,3069,-3102
3560,190527,2044.21,229,1711,-1940
3561,190528,2048.83,1199,6227,-7191
3562,190529,2023.32,1932,1927,-3815
3563,190530,2038.8,-720,217,484
3564,190531,2041.74,-613,-1460,2062
3565,190603,2067.85,-1933,-986,2914
3566,190604,2066.97,32,1935,-2002
3567,190605,2069.11,567,985,-1559
3568,190607,2072.33,-401,658,-333
3569,190610,2099.49,-3384,1673,1819
3570,190611,2111.81,-2665,2035,692
3571,190612,2108.75,-963,1016,-23
3572,190613,2103.15,1317,515,-1657
3573,190614,2095.41,1577,-922,-694
3574,190617,2090.73,78,1404,-1501
3575,190618,2098.71,-1295,869,2618
3576,190619,2124.78,-4605,1693,3004
3577,190620,2131.29,-1485,1645,-183
3578,190621,2125.62,1187,-1309,133
3579,190624,2126.33,-728,1637,-992
3580,190625,2121.64,-211,88,0
3581,190626,2121.85,-736,610,165
3582,190627,2134.32,-4058,2671,1559
3583,190628,2130.62,-1995,-1097,3123
3584,190701,2129.74,-191,61,1545
3585,190702,2122.02,240,-515,343
3586,190703,2096.02,1562,-675,-860
3587,190704,2108.73,-238,-93,401
3588,190705,2110.59,-1050,1263,-250
3589,190708,2064.17,499,-498,18
3590,190709,2052.03,826,-1149,240
3591,190710,2058.78,-13,-1882,2033
3592,190711,2080.58,-1993,-1782,3649
3593,190712,2086.66,168,-64,-59
3594,190715,2082.48,-494,253,143
3595,190716,2091.87,-2157,-315,2512
3596,190717,2072.92,587,-745,233
3597,190718,2066.55,1002,-1729,708
3598,190719,2094.36,-4632,3381,1306
3599,190722,2093.34,-647,-1686,2335
3600,190723,2101.45,-2833,37,2857
3601,190724,2082.3,533,-1140,585
3602,190725,2074.48,457,-1536,1124
3603,190726,2066.26,-221,-1032,1184
3604,190729,2029.48,-767,1350,-625
3605,190730,2038.68,-1469,39,1410
3606,190731,2024.55,-774,1209,-496
3607,190801,2017.34,-873,836,-51
3608,190802,1998.13,143,3626,-3979
3609,190805,1946.98,-4437,7355,-3169
3610,190806,1917.5,-4439,10337,-6056
3611,190807,1909.71,1769,-990,-980
3612,190808,1920.61,2390,-1417,-1017
3613,190809,1937.75,2152,-2292,-43
3614,190812,1942.29,1841,-1854,-24
3615,190813,1925.83,1558,-24,-1765
3616,190814,1938.37,520,-243,-501
3617,190816,1927.17,549,153,-937
3618,190819,1939.9,-573,1869,-1392
3619,190820,1960.25,-600,-723,1130
3620,190821,1964.65,1005,48,-1274
3621,190822,1951.01,1619,-512,-1229
3622,190823,1948.3,-912,664,75
3623,190826,1916.31,534,709,-1175
3624,190827,1924.6,-309,1313,-1181
3625,190828,1941.09,-749,1062,-521
3626,190829,1933.41,524,455,-1129
3627,190830,1967.79,-3982,1652,2243
3628,190902,1969.19,-196,1322,-1242
3629,190903,1965.69,404,2491,-3051
3630,190904,1988.53,-1496,4830,-3502
3631,190905,2004.75,-2844,929,1880
3632,190906,2009.13,-338,-199,483
3633,190909,2019.55,-1730,-747,2335
3634,190910,2032.08,-1919,1713,146
3635,190911,2049.2,-3344,6135,-2837
3636,190916,2062.22,-457,1982,-1602
3637,190917,2062.33,-313,962,-805
3638,190918,2070.73,-1616,1074,559
3639,190919,2080.35,-1011,-993,2181
3640,190920,2091.52,-2147,1816,445
3641,190923,2091.7,-223,839,-689
3642,190924,2101.04,-1620,3780,-2162
3643,190925,2073.39,2226,1291,-3661
3644,190926,2074.52,518,-3848,3160
3645,190927,2049.93,1995,-1755,-249
3646,190930,2063.05,-981,812,-5
3647,191001,2072.42,-1585,2951,-1426
3648,191002,2031.91,5022,-3809,-1124
3649,191004,2020.69,1001,243,-1490
3650,191007,2021.73,-423,440,-229
3651,191008,2046.25,-2551,3035,-461
3652,191010,2028.15,2281,-954,-1376
3653,191011,2044.61,-1562,438,1093
3654,191014,2067.4,-2612,2219,221
3655,191015,2068.17,272,109,-602
3656,191016,2082.83,-1774,1447,46
3657,191017,2077.94,-96,843,-945
3658,191018,2060.69,2292,-1000,-1302
3659,191021,2064.84,446,542,-1208
3660,191022,2088.86,-5292,4335,861
3661,191023,2080.62,303,-1503,1168
3662,191024,2085.66,-1587,-560,1741
3663,191025,2087.89,-1072,415,570
3664,191028,2093.6,-1255,1359,-560
3665,191029,2092.69,-168,735,-996
3666,191030,2080.27,1544,-2249,101
3667,191031,2083.48,-1498,594,347
3668,191101,2100.2,-594,-1184,1378
3669,191104,2130.24,-5126,4644,682
3670,191105,2142.64,-2112,-1335,3216
3671,191106,2144.15,-668,-2136,2369
3672,191107,2144.29,642,535,-1533
3673,191108,2137.23,63,630,-1037
3674,191111,2124.09,1405,-9,-1722
3675,191112,2140.92,238,-151,-395
3676,191113,2122.45,2277,-2419,-280
3677,191114,2139.23,-620,2261,-2087
3678,191115,2162.18,-6561,7859,-1416
3679,191118,2160.69,665,634,-1627
3680,191119,2153.24,960,-1202,-128
3681,191120,2125.32,3606,-981,-3341
3682,191121,2096.6,2534,2645,-5706
3683,191122,2101.96,583,912,-1860
3684,191125,2123.5,-1408,3589,-2595
3685,191126,2121.35,604,7631,-8573
3686,191127,2127.85,181,942,-1431
3687,191128,2118.6,282,720,-1167
3688,191129,2087.96,4434,-487,-4499
3689,191202,2091.92,497,3094,-3920
3690,191203,2084.07,1273,1147,-2692
3691,191204,2068.89,3202,508,-3953
3692,191205,2060.74,590,-247,-678
3693,191206,2081.85,-2201,1603,430
3694,191209,2088.65,-818,-198,650
3695,191210,2098.0,-1311,1169,-193
3696,191211,2105.62,-1766,1450,-75
3697,191212,2137.35,-9175,3473,5512
3698,191213,2170.25,-9892,4797,5139
3699,191216,2168.15,-2149,3781,-1914
3700,191217,2195.68,-5292,116,5134
3701,191218,2194.76,-560,-3358,3833
3702,191219,2196.56,-1640,-1083,2491
3703,191220,2204.18,-3221,1389,1558
3704,191223,2203.71,-3219,3545,-489
3705,191224,2190.08,-1081,2584,-1670
3706,191226,2197.93,-4673,4605,-401
3707,191227,2204.21,1925,-2790,642
3708,191230,2197.67,1235,2042,-3402
3709,200102,2175.17,5305,-5401,-44
3710,200103,2176.46,2738,-5239,2623
3711,200106,2155.07,2363,-3209,991
3712,200107,2175.54,-1678,-453,1953
3713,200108,2151.31,-192,-2400,2684
3714,200109,2186.45,1923,-2851,908
3715,200110,2206.39,-232,-3635,3785
3716,200113,2229.26,-491,-2148,2574
3717,200114,2238.88,1336,-4282,2640
3718,200115,2230.98,3156,-2436,-849
3719,200116,2248.05,2235,-2099,-258
3720,200117,2250.57,1861,-2967,948
3721,200120,2262.64,-547,-278,635
3722,200121,2239.69,3605,-1853,-2048
3723,200122,2267.25,-2182,2885,-735
3724,200123,2246.13,5813,-4795,-1334
3725,200128,2176.72,6672,-1894,-5248
3726,200129,2185.28,3727,-4976,1012
3727,200130,2148.0,6632,-4427,-2788
3728,200131,2119.01,2788,1717,-4250
3729,200203,2118.88,1180,1698,-3079
3730,200204,2157.9,2026,-7020,4863
3731,200205,2165.63,4341,-9082,4601
3732,200206,2227.94,-6881,5167,1524
3733,200207,2211.95,3916,-4660,252
3734,200210,2201.07,4355,-1650,-3036
3735,200211,2223.12,-2204,3182,-940
3736,200212,2238.38,460,1489,-2175
3737,200213,2232.96,-39,-3278,2768
3738,200214,2243.59,-11,-1086,937
3739,200217,2242.17,1960,139,-2294
3740,200218,2208.88,7671,-5281,-3054
3741,200219,2210.34,1600,-118,-2203
3742,200220,2195.5,1924,-3356,1117
3743,200221,2162.84,2837,-5350,2180
3744,200224,2079.04,6084,1916,-7816
3745,200225,2103.61,6103,1135,-7688
3746,200226,2076.77,7886,237,-8735
3747,200227,2054.89,3465,-19,-3968
3748,200228,1987.01,2299,3576,-6337
3749,200302,2002.51,4616,2703,-7860
3750,200303,2014.15,7090,-4474,-3072
3751,200304,2059.33,-38,-1706,1506
3752,200305,2085.26,3213,-2016,-1459
3753,200306,2040.22,7915,-2625,-5637
3754,200309,1954.77,12800,-463,-13075
3755,200310,1962.93,3114,6113,-9897
3756,200311,1908.27,10886,-4838,-6835
3757,200312,1834.33,5388,2756,-8891
3758,200313,1771.44,4463,5848,-11629
3759,200316,1714.86,9263,-3465,-6786
3760,200317,1672.44,6010,3502,-10031
3761,200318,1591.2,9136,-5145,-5058
3762,200319,1457.64,2421,2898,-6149
3763,200320,1566.15,2004,3116,-5832
3764,200323,1482.46,9200,-3611,-6405
3765,200324,1609.97,-4623,5024,-823
3766,200325,1704.76,4283,-948,-3230
3767,200326,1686.24,7166,-2138,-5307
3768,200327,1717.73,1731,1300,-3724
3769,200330,1717.12,1986,2236,-4272
3770,200331,1754.64,3845,-2901,-711
3771,200401,1685.46,11508,-6199,-5752
3772,200402,1724.86,2700,3599,-6233
3773,200403,1725.44,3487,-833,-2883
3774,200406,1791.88,-8430,10361,-2019
3775,200407,1823.6,1492,329,-1951
3776,200408,1807.14,4520,-2820,-1345
3777,200409,1836.21,2941,-1296,-1783
3778,200410,1860.7,2520,-2059,-558
3779,200413,1825.76,7588,-4576,-2920
3780,200414,1857.08,-4530,4679,-317
3781,200416,1857.07,3888,1363,-5687
3782,200417,1914.53,-6057,2356,3186
3783,200420,1898.36,9560,-4849,-4980
3784,200421,1879.38,7094,-1904,-5282
3785,200422,1896.15,3178,-3098,-355
3786,200423,1914.73,-156,1000,-1062
3787,200424,1889.01,6328,-4231,-2307
3788,200427,1922.77,-5492,5279,183
3789,200428,1934.09,856,239,-1250
3790,200429,1947.56,-4870,2522,2358
3791,200504,1895.37,17001,-8060,-9420
3792,200506,1928.76,-1,3090,-3146
3793,200507,1928.61,2534,565,-3201
3794,200508,1945.82,-2432,1705,451
3795,200511,1935.4,5112,-3631,-1701
3796,200512,1922.17,6057,-2985,-3105
3797,200513,1940.42,2154,935,-3177
3798,200514,1924.96,7866,-2372,-5521
3799,200515,1927.28,2234,2426,-4721
3800,200518,1937.11,301,339,-931
3801,200519,1980.61,-11869,8432,3658
3802,200520,1989.64,-1819,981,788
3803,200521,1998.31,2904,-3882,764
3804,200522,1970.13,9362,-4485,-4749
3805,200525,1994.6,958,347,-1415
3806,200526,2029.78,-4799,3417,141
3807,200527,2031.2,3216,-727,-2153
3808,200528,2028.54,-2842,2225,604
3809,200529,2029.6,1898,-201,-1999
3810,200601,2065.08,-4455,3250,1102
3811,200602,2087.19,-98,350,-472
3812,200603,2147.0,-13182,11345,2050
3813,200604,2151.18,-3349,2978,458
3814,200605,2181.87,-3195,4054,-686
3815,200608,2184.29,3790,-3716,76
3816,200609,2188.92,4132,-3999,-192
3817,200610,2195.69,-1693,2158,-450
3818,200611,2176.78,12717,-11844,-1163
3819,200612,2132.3,5559,-2862,-2648
3820,200615,2030.82,12372,-7616,-4741
3821,200616,2138.05,-5949,4800,1029
3822,200617,2141.05,1525,-1137,-528
3823,200618,2133.48,2943,-832,-1624
3824,200619,2141.32,1647,-2164,511
3825,200622,2126.73,4302,-1934,-2533
3826,200623,2131.24,3504,-2814,-528
3827,200624,2161.51,-73,-3903,3500
3828,200625,2112.37,13013,-10455,-2764
3829,200626,2134.65,533,-1647,616
3830,200629,2093.48,5752,-3518,-2287
3831,200630,2108.33,-1652,2398,-718
3832,200701,2106.7,88,1508,-1640
3833,200702,2135.37,-2133,2163,-116
3834,200703,2152.41,-884,1068,119
3835,200706,2187.93,-3610,6232,-2574
3836,200707,2164.17,8579,-4594,-3915
3837,200708,2158.88,6229,-2768,-3421
3838,200709,2167.9,3168,-2879,101
3839,200710,2150.25,10373,-7078,-3451
3840,200713,2186.06,-2908,2008,1023
3841,200714,2183.61,4186,-3958,50
3842,200715,2201.88,-5996,3347,2687
3843,200716,2183.76,3006,-1835,-1336
3844,200717,2201.19,-1121,365,1128
3845,200720,2198.2,4070,-3292,-753
3846,200721,2228.83,-5677,1435,4448
3847,200722,2228.66,2604,-2418,-11
3848,200723,2216.19,7768,-5869,-2039
3849,200724,2200.44,2881,-3678,876
3850,200727,2217.86,-2996,1395,1584
3851,200728,2256.99,-10495,-2220,13060
3852,200729,2263.16,476,-3368,2936
3853,200730,2267.01,64,-2342,2247
3854,200731,2249.37,4716,-3861,-556
3855,200803,2251.04,6237,-3795,-2687
3856,200804,2279.97,1844,-1488,-583
3857,200805,2311.86,4315,-3666,-516
3858,200806,2342.61,-850,-801,1638
3859,200807,2351.67,8534,-7870,-737
3860,200810,2386.38,3523,-2315,-1278
3861,200811,2418.67,-1737,386,1468
3862,200812,2432.35,3509,-2025,-1538
3863,200813,2437.53,1543,1873,-3421
3864,200814,2407.49,5963,-1244,-4619
3865,200818,2348.24,-5272,4761,733
3866,200819,2360.54,4584,-2022,-2665
3867,200820,2274.22,10739,-8214,-2728
3868,200821,2304.59,-1362,-334,1970
3869,200824,2329.83,-2600,41,1976
3870,200825,2366.73,-709,-1233,1570
3871,200826,2369.32,1929,-4125,1910
3872,200827,2344.45,4664,-4726,-245
3873,200828,2353.8,1158,1225,-2242
3874,200831,2326.17,15696,-66,-16326
3875,200901,2349.55,2390,-566,-2058
3876,200902,2364.37,3342,-799,-2560
3877,200903,2395.9,-952,-1351,1939
3878,200904,2368.25,12854,-7798,-4678
3879,200907,2384.22,5483,-2976,-2508
3880,200908,2401.91,358,-209,-299
3881,200909,2375.81,5129,-4298,-1116
3882,200910,2396.48,663,-4721,3818
3883,200911,2396.69,4533,-3110,-1498
3884,200914,2427.91,-2876,1074,1427
3885,200915,2443.58,-765,-2002,2532
3886,200916,2435.92,1432,-3051,1792
3887,200917,2406.17,4587,-3358,-1244
3888,200918,2412.4,-1405,-158,1473
3889,200921,2389.39,410,392,-783
3890,200922,2332.59,9913,-7691,-143
3891,200923,2333.24,3252,-2804,-577
3892,200924,2272.7,3289,-1571,-1922
3893,200925,2278.79,195,728,-898
3894,200928,2308.08,-1056,1502,-589
3895,200929,2327.89,-1114,1424,-736
3896,201005,2358.0,-5500,3852,1740
3897,201006,2365.9,-2045,198,1726
3898,201007,2386.94,-3460,4302,-953
3899,201008,2391.96,-1659,-6150,7604
3900,201012,2403.73,-2360,845,1392
3901,201013,2403.15,-332,-1774,2137
3902,201014,2380.48,4128,-3757,-345
3903,201015,2361.21,3282,-1169,-184
3904,201016,2341.53,4892,-2036,-1710
3905,201019,2346.74,-3424,2968,344
3906,201020,2358.41,-2925,2605,437
3907,201021,2370.86,-1283,1426,-246
3908,201022,2355.05,679,76,-734
3909,201023,2360.81,-2723,2334,388
3910,201026,2343.91,-1127,2718,-1437
3911,201027,2330.84,1069,-2497,1046
3912,201028,2345.26,1532,-1767,133
3913,201029,2326.67,9814,-4755,-5377
3914,201030,2267.15,14140,-4438,-9780
3915,201102,2300.16,-1086,487,507
3916,201103,2343.31,-6472,4694,2138
3917,201104,2357.32,-1661,3427,-2180
3918,201105,2413.79,-16218,4862,11349
